Pclass,Sex,SibSp,Parch,Ticket,Fare,Embarked,Age,Survived,name_length
3.0,male,0.0,0.0,3101273,7.125,S,35.0,no,20
1.0,female,1.0,0.0,36947,78.2667,C,52.0,yes,47
3.0,male,0.0,0.0,3902,7.25,S,47.0,no,26
3.0,female,0.0,2.0,364848,7.75,Q,29.69911764705882,no,18
2.0,male,1.0,0.0,29037,26.0,S,37.0,no,23
3.0,male,1.0,1.0,345773,24.15,S,36.0,no,27
2.0,female,0.0,0.0,248727,33.0,S,29.69911764705882,yes,26
3.0,male,0.0,0.0,0,0.0,S,49.0,no,19
3.0,male,0.0,0.0,2664,7.225,C,29.69911764705882,no,17
1.0,male,1.0,0.0,17485,56.9292,C,49.0,yes,44
2.0,female,2.0,1.0,243847,27.0,S,24.0,yes,51
3.0,male,0.0,0.0,349214,7.8958,S,29.69911764705882,no,20
1.0,male,0.0,0.0,113796,42.4,S,29.69911764705882,no,25
3.0,male,0.0,0.0,364511,8.05,S,44.0,no,25
1.0,male,0.0,0.0,111426,26.55,C,35.0,yes,31
3.0,male,1.0,0.0,349910,15.55,S,36.0,no,29
3.0,male,0.0,0.0,349246,7.8958,S,30.0,no,17
1.0,male,0.0,0.0,113804,30.5,S,27.0,yes,27
2.0,female,1.0,2.0,2123,41.5792,C,22.0,yes,53
1.0,female,0.0,0.0,17582,153.4625,S,40.0,yes,25
3.0,female,1.0,5.0,347082,31.275,S,39.0,no,57
3.0,male,0.0,0.0,3101305,7.05,S,29.69911764705882,no,21
3.0,female,1.0,0.0,367230,15.5,Q,29.69911764705882,yes,27
3.0,male,0.0,0.0,370377,7.75,Q,29.69911764705882,no,16
3.0,male,0.0,0.0,364512,8.05,S,35.0,no,31
2.0,female,1.0,2.0,220845,65.0,S,24.0,yes,19
3.0,male,1.0,1.0,347080,14.4,S,34.0,no,25
3.0,female,1.0,0.0,3336,16.1,S,26.0,no,47
2.0,female,2.0,1.0,230136,39.0,S,4.0,yes,27
2.0,male,0.0,0.0,31028,10.5,S,26.0,no,19
3.0,male,1.0,0.0,2659,14.4542,C,27.0,no,19
1.0,male,1.0,0.0,11753,52.5542,S,42.0,yes,28
3.0,male,1.0,1.0,2653,15.7417,C,20.0,yes,16
3.0,male,0.0,0.0,350029,7.8542,S,21.0,no,27
3.0,male,0.0,0.0,54636,16.1,S,21.0,no,27
1.0,male,0.0,0.0,36963,32.3208,S,61.0,no,21
2.0,male,0.0,0.0,219533,12.35,Q,57.0,no,30
1.0,female,0.0,0.0,13502,77.9583,S,21.0,yes,29
3.0,male,0.0,0.0,349224,7.8958,S,26.0,no,25
3.0,male,0.0,0.0,334912,7.7333,Q,29.69911764705882,no,24
1.0,male,0.0,0.0,27042,30.0,S,80.0,yes,36
3.0,male,0.0,0.0,347743,7.0542,S,51.0,no,27
1.0,male,0.0,0.0,13214,30.5,C,32.0,yes,25
1.0,male,0.0,0.0,112052,0.0,S,29.69911764705882,no,29
3.0,female,3.0,2.0,347088,27.9,S,9.0,no,18
2.0,female,0.0,0.0,237668,13.0,S,28.0,yes,17
3.0,male,0.0,0.0,3101292,7.925,S,32.0,no,26
2.0,male,1.0,1.0,31921,26.25,S,31.0,no,19
3.0,female,0.0,5.0,3101295,39.6875,S,41.0,no,38
3.0,male,1.0,0.0,376564,16.1,S,29.69911764705882,no,26
3.0,male,0.0,0.0,350050,7.8542,S,20.0,no,22
1.0,female,0.0,0.0,17477,69.3,C,24.0,yes,20
3.0,female,3.0,2.0,347088,27.9,S,2.0,no,29
3.0,male,0.0,0.0,1601,56.4958,S,29.69911764705882,yes,15
3.0,female,2.0,1.0,2666,19.2583,C,0.75,yes,22
1.0,male,1.0,0.0,17572,76.7292,C,48.0,yes,25
3.0,male,0.0,0.0,349231,7.8958,S,19.0,no,17
1.0,male,0.0,0.0,13213,35.5,C,56.0,yes,35
3.0,male,0.0,0.0,751,7.55,S,29.69911764705882,no,18
3.0,female,0.0,0.0,2314,7.55,S,23.0,yes,31
3.0,male,0.0,0.0,349221,7.8958,S,29.69911764705882,no,17
2.0,female,0.0,1.0,231919,23.0,S,18.0,yes,19
3.0,male,0.0,0.0,8475,8.4333,S,21.0,no,30
3.0,female,0.0,0.0,330919,7.8292,Q,29.69911764705882,yes,29
3.0,female,0.0,0.0,365226,6.75,Q,18.0,no,28
2.0,male,2.0,0.0,14879,73.5,S,24.0,no,25
3.0,male,0.0,0.0,349223,7.8958,S,29.69911764705882,no,21
3.0,female,1.0,1.0,364849,15.5,Q,32.0,no,29
2.0,male,0.0,0.0,29751,13.0,S,23.0,no,28
1.0,male,0.0,2.0,35273,113.275,C,58.0,no,26
1.0,male,2.0,0.0,17611,133.65,S,50.0,yes,29
3.0,male,0.0,0.0,2623,7.225,C,40.0,no,17
1.0,male,0.0,0.0,5727,25.5875,S,47.0,no,26
3.0,male,0.0,0.0,349210,7.4958,S,36.0,no,16
3.0,male,1.0,0.0,3101285,7.925,S,20.0,yes,27
2.0,male,2.0,0.0,14879,73.5,S,32.0,no,18
2.0,male,0.0,0.0,234686,13.0,S,25.0,no,27
3.0,male,0.0,0.0,312993,7.775,S,29.69911764705882,no,26
3.0,male,0.0,0.0,3536,8.05,S,43.0,no,15
1.0,female,1.0,0.0,19996,52.0,S,29.69911764705882,yes,49
2.0,female,1.0,1.0,29750,39.0,S,40.0,yes,61
1.0,male,1.0,0.0,12750,52.0,S,31.0,no,22
2.0,male,0.0,0.0,24580,10.5,S,70.0,no,27
2.0,male,0.0,0.0,244270,13.0,S,31.0,yes,21
2.0,male,0.0,0.0,239856,0.0,S,29.69911764705882,no,26
3.0,male,0.0,0.0,349912,7.775,S,18.0,no,30
3.0,male,0.0,0.0,342826,8.05,S,24.5,no,29
3.0,female,0.0,0.0,4138,9.8417,S,18.0,yes,23
3.0,female,1.0,6.0,2144,46.9,S,43.0,no,39
1.0,male,0.0,1.0,17755,512.3292,C,36.0,yes,34
3.0,female,0.0,0.0,330935,8.1375,Q,29.69911764705882,no,19
1.0,male,0.0,0.0,17572,76.7292,C,27.0,yes,18
3.0,male,0.0,0.0,6563,9.225,S,20.0,no,27
3.0,male,5.0,2.0,2144,46.9,S,14.0,no,27
2.0,male,1.0,1.0,29750,39.0,S,60.0,no,33
2.0,male,1.0,2.0,2123,41.5792,C,25.0,no,38
3.0,male,4.0,1.0,3101295,39.6875,S,14.0,no,24
3.0,male,0.0,0.0,349228,10.1708,S,19.0,no,17
3.0,male,0.0,0.0,350036,7.7958,S,18.0,no,31
1.0,female,0.0,1.0,24160,211.3375,S,15.0,yes,33
1.0,male,1.0,0.0,17474,57.0,S,31.0,yes,23
3.0,female,0.0,1.0,349256,13.4167,C,4.0,yes,18
3.0,male,0.0,0.0,1601,56.4958,S,29.69911764705882,yes,12
3.0,male,0.0,0.0,2672,7.225,C,25.0,no,16
1.0,male,0.0,0.0,113800,26.55,S,60.0,no,15
2.0,male,0.0,0.0,248731,13.5,S,52.0,no,26
3.0,male,0.0,0.0,363592,8.05,S,44.0,no,16
3.0,female,0.0,0.0,35852,7.7333,Q,29.69911764705882,yes,32
1.0,male,1.0,1.0,17421,110.8833,C,49.0,no,24
3.0,male,0.0,0.0,348121,7.65,S,42.0,no,40
1.0,female,1.0,0.0,17757,227.525,C,18.0,yes,49
1.0,male,0.0,0.0,17475,26.2875,S,35.0,yes,32
3.0,female,0.0,1.0,2691,14.4542,C,18.0,no,21
3.0,male,0.0,0.0,36864,7.7417,Q,25.0,no,21
3.0,male,1.0,0.0,350025,7.8542,S,26.0,no,23
2.0,male,0.0,0.0,250655,26.0,S,39.0,no,46
2.0,female,0.0,0.0,223596,13.5,S,45.0,yes,29
1.0,male,0.0,0.0,17476,26.2875,S,42.0,yes,33
1.0,female,0.0,0.0,113781,151.55,S,22.0,yes,20
3.0,male,1.0,1.0,2661,15.2458,C,29.69911764705882,yes,49
1.0,female,0.0,0.0,17482,49.5042,C,24.0,yes,48
1.0,male,0.0,0.0,113028,26.55,S,29.69911764705882,no,18
1.0,male,1.0,0.0,19996,52.0,S,48.0,yes,24
3.0,male,0.0,0.0,7545,9.4833,S,29.0,no,26
2.0,male,0.0,0.0,250647,13.0,S,52.0,no,21
3.0,male,0.0,0.0,348124,7.65,S,19.0,no,42
1.0,female,0.0,0.0,17757,227.525,C,38.0,yes,29
2.0,female,0.0,0.0,34218,10.5,S,27.0,yes,35
3.0,male,0.0,0.0,36568,15.5,Q,29.69911764705882,no,19
3.0,male,0.0,0.0,347062,7.775,S,33.0,no,28
2.0,female,0.0,1.0,248727,33.0,S,6.0,yes,33
3.0,male,1.0,0.0,350048,7.0542,S,17.0,no,25
2.0,male,0.0,0.0,12233,13.0,S,34.0,no,28
2.0,male,0.0,0.0,250643,13.0,S,50.0,no,23
1.0,male,1.0,0.0,113806,53.1,S,27.0,yes,29
3.0,male,0.0,0.0,315094,8.6625,S,20.0,no,19
2.0,female,3.0,0.0,31027,21.0,S,30.0,yes,43
3.0,female,0.0,0.0,36866,7.7375,Q,29.69911764705882,yes,24
2.0,male,1.0,0.0,236853,26.0,S,25.0,no,31
3.0,female,1.0,0.0,3101271,7.925,S,25.0,no,29
1.0,female,0.0,0.0,24160,211.3375,S,29.0,yes,29
3.0,male,0.0,0.0,2699,18.7875,C,11.0,no,24
2.0,male,0.0,0.0,239855,0.0,S,29.69911764705882,no,20
2.0,male,0.0,0.0,28425,13.0,S,23.0,no,26
2.0,male,0.0,0.0,233639,13.0,S,23.0,no,28
3.0,male,0.0,0.0,54636,16.1,S,28.5,no,20
3.0,female,1.0,3.0,6608,34.375,S,48.0,no,39
1.0,male,0.0,0.0,17755,512.3292,C,35.0,yes,22
3.0,male,0.0,0.0,349201,7.8958,S,29.69911764705882,no,18
3.0,male,0.0,0.0,349218,7.8958,S,29.69911764705882,no,18
1.0,male,0.0,0.0,16988,30.0,S,29.69911764705882,yes,27
1.0,male,1.0,0.0,19877,78.85,S,36.0,no,29
1.0,female,2.0,2.0,17608,262.375,C,21.0,yes,37
3.0,male,1.0,0.0,376566,16.1,S,24.0,no,17
3.0,male,0.0,0.0,3101288,7.925,S,31.0,yes,18
1.0,male,1.0,1.0,5735,71.0,S,70.0,no,28
3.0,male,1.0,1.0,2673,20.25,S,16.0,no,27
2.0,female,0.0,0.0,250648,13.0,S,30.0,yes,21
1.0,male,1.0,0.0,113773,53.1,S,19.0,no,25
3.0,male,0.0,0.0,335097,7.75,Q,31.0,no,23
2.0,female,1.0,1.0,29103,23.0,S,4.0,yes,17
3.0,male,0.0,1.0,392096,12.475,S,6.0,yes,19
3.0,male,0.0,0.0,345780,9.5,S,33.0,no,32
3.0,male,0.0,0.0,349204,7.8958,S,23.0,no,18
2.0,female,1.0,2.0,220845,65.0,S,48.0,yes,32
2.0,male,1.0,1.0,250649,14.5,S,0.67,yes,25
3.0,male,0.0,0.0,350042,7.7958,S,28.0,no,28
2.0,male,0.0,0.0,29108,11.5,S,18.0,no,24
3.0,male,0.0,0.0,363294,8.05,S,34.0,no,28
1.0,female,0.0,0.0,110152,86.5,S,33.0,yes,56
3.0,male,0.0,0.0,358585,14.5,S,29.69911764705882,no,18
3.0,male,0.0,0.0,3101272,7.125,S,41.0,no,30
3.0,male,0.0,0.0,2663,7.2292,C,20.0,yes,21
1.0,female,1.0,2.0,113760,120.0,S,36.0,yes,41
3.0,male,0.0,0.0,347074,7.775,S,16.0,no,22
1.0,female,1.0,0.0,13502,77.9583,S,51.0,yes,36
1.0,male,0.0,0.0,112379,39.6,C,29.69911764705882,no,25
3.0,female,0.0,0.0,364850,7.75,Q,30.5,no,18
3.0,male,1.0,0.0,371110,24.15,Q,29.69911764705882,no,19
3.0,male,0.0,0.0,8471,8.3625,S,32.0,no,32
3.0,male,0.0,0.0,345781,9.5,S,24.0,no,22
3.0,male,0.0,0.0,350047,7.8542,S,48.0,no,23
2.0,female,0.0,0.0,3,10.5,S,57.0,no,17
3.0,male,0.0,0.0,2674,7.225,C,29.69911764705882,no,15
2.0,female,1.0,3.0,29105,23.0,S,54.0,yes,37
3.0,male,0.0,0.0,347078,7.75,S,18.0,no,39
3.0,male,0.0,0.0,383121,7.75,Q,29.69911764705882,no,16
3.0,female,0.0,0.0,364516,12.475,S,5.0,yes,29
3.0,male,0.0,0.0,36865,7.7375,Q,29.69911764705882,no,23
1.0,female,0.0,1.0,24160,211.3375,S,43.0,yes,53
3.0,female,0.0,0.0,2687,7.2292,C,13.0,yes,20
1.0,female,1.0,0.0,17474,57.0,S,17.0,yes,41
1.0,male,0.0,0.0,113501,30.0,S,29.0,no,22
3.0,male,1.0,2.0,6607,23.45,S,29.69911764705882,no,22
3.0,male,0.0,0.0,3101312,7.05,S,25.0,no,16
3.0,male,0.0,0.0,374887,7.25,S,25.0,no,34
3.0,female,0.0,0.0,3101265,7.4958,S,18.0,yes,25
3.0,male,4.0,1.0,382652,29.125,Q,8.0,no,25
3.0,male,1.0,2.0,2315,20.575,S,1.0,yes,26
1.0,male,0.0,0.0,17593,79.2,C,46.0,no,24
3.0,male,0.0,0.0,12460,7.75,Q,29.69911764705882,no,24
2.0,male,0.0,0.0,239865,26.0,S,16.0,no,19
3.0,female,8.0,2.0,2343,69.55,S,29.69911764705882,no,23
1.0,male,0.0,0.0,17600,30.6958,C,29.69911764705882,no,24
3.0,male,0.0,0.0,349203,7.8958,S,25.0,no,21
2.0,male,0.0,0.0,28213,13.0,S,39.0,no,18
1.0,female,0.0,0.0,17465,25.9292,S,49.0,yes,27
3.0,female,0.0,0.0,349244,8.6833,S,31.0,yes,16
3.0,male,0.0,0.0,2685,7.2292,C,30.0,no,28
3.0,female,1.0,1.0,345773,24.15,S,30.0,no,52
2.0,male,0.0,0.0,250647,13.0,S,34.0,no,20
2.0,female,1.0,1.0,31921,26.25,S,31.0,yes,43
1.0,male,1.0,2.0,113760,120.0,S,11.0,yes,35
3.0,male,0.0,1.0,2625,8.5167,C,0.42,yes,31
3.0,male,0.0,0.0,347089,6.975,S,27.0,yes,23
3.0,male,0.0,0.0,347063,7.775,S,31.0,no,25
1.0,male,0.0,0.0,112050,0.0,S,39.0,no,22
3.0,female,0.0,0.0,347087,7.775,S,18.0,no,31
2.0,male,0.0,0.0,248723,13.0,S,39.0,no,17
1.0,female,1.0,0.0,113806,53.1,S,33.0,yes,46
3.0,male,0.0,0.0,3474,7.8875,S,26.0,no,22
3.0,male,0.0,0.0,48871,24.15,S,39.0,no,17
2.0,male,0.0,0.0,28206,10.5,S,35.0,no,25
3.0,female,4.0,2.0,347082,31.275,S,6.0,no,34
3.0,male,0.0,0.0,364499,8.05,S,30.5,no,26
1.0,male,0.0,0.0,112058,0.0,S,29.69911764705882,no,16
3.0,female,0.0,0.0,3101290,7.925,S,23.0,no,28
2.0,male,1.0,1.0,2079,37.0042,C,31.0,no,18
3.0,male,0.0,0.0,7075,6.45,S,43.0,no,32
3.0,male,3.0,2.0,347088,27.9,S,10.0,no,28
1.0,female,1.0,1.0,12749,93.5,S,52.0,yes,50
3.0,male,0.0,0.0,315098,8.6625,S,27.0,yes,17
1.0,male,0.0,0.0,19972,0.0,S,38.0,no,31
3.0,female,0.0,1.0,392096,12.475,S,27.0,yes,18
3.0,male,4.0,1.0,3101295,39.6875,S,2.0,no,28
3.0,male,0.0,0.0,368323,6.95,Q,29.69911764705882,no,15
3.0,male,0.0,0.0,1601,56.4958,S,29.69911764705882,no,12
2.0,male,0.0,2.0,2079,37.0042,C,1.0,yes,21
3.0,male,0.0,0.0,367228,7.75,Q,29.69911764705882,yes,28
3.0,female,1.0,0.0,2659,14.4542,C,15.0,yes,39
2.0,male,1.0,1.0,29106,18.75,S,0.83,yes,31
3.0,male,0.0,0.0,2671,7.2292,C,29.69911764705882,no,14
3.0,male,0.0,0.0,347468,7.8542,S,23.0,no,22
3.0,male,0.0,0.0,2223,8.3,S,18.0,no,22
1.0,female,1.0,1.0,17756,83.1583,C,39.0,yes,27
3.0,male,0.0,0.0,315097,8.6625,S,21.0,no,16
3.0,male,0.0,0.0,392092,8.05,S,29.69911764705882,no,19
3.0,male,0.0,0.0,1601,56.4958,S,32.0,yes,15
1.0,male,0.0,0.0,11774,29.7,C,29.69911764705882,yes,20
3.0,male,0.0,0.0,3101287,7.925,S,20.0,no,27
2.0,male,0.0,0.0,3,10.5,S,16.0,no,24
1.0,female,0.0,0.0,113798,31.0,C,30.0,yes,23
3.0,male,0.0,0.0,2683,6.4375,C,34.5,no,26
3.0,male,0.0,0.0,315090,8.6625,S,17.0,no,19
3.0,male,0.0,0.0,5547,7.55,S,42.0,no,19
3.0,male,8.0,2.0,2343,69.55,S,29.69911764705882,no,24
3.0,male,0.0,0.0,349213,7.8958,C,35.0,no,18
2.0,male,0.0,1.0,248727,33.0,S,28.0,no,17
1.0,female,1.0,0.0,17453,89.1042,C,29.69911764705882,yes,44
3.0,male,4.0,2.0,347082,31.275,S,4.0,no,39
3.0,male,0.0,0.0,347060,7.775,S,74.0,no,19
3.0,female,1.0,1.0,2678,15.2458,C,9.0,no,23
1.0,female,0.0,1.0,17592,39.4,S,16.0,yes,25
2.0,female,1.0,0.0,244252,26.0,S,44.0,no,45
3.0,female,0.0,1.0,392091,9.35,S,18.0,yes,26
1.0,female,1.0,1.0,36928,164.8667,S,45.0,yes,42
1.0,male,0.0,0.0,113055,26.55,S,51.0,yes,22
3.0,female,0.0,3.0,2666,19.2583,C,24.0,yes,37
3.0,male,0.0,0.0,2629,7.2292,C,29.69911764705882,no,16
3.0,male,2.0,0.0,350026,14.1083,S,41.0,no,23
2.0,male,1.0,0.0,28134,11.5,S,21.0,no,27
1.0,female,0.0,0.0,17466,25.9292,S,48.0,yes,51
3.0,female,8.0,2.0,2343,69.55,S,29.69911764705882,no,33
2.0,male,0.0,0.0,233866,13.0,S,24.0,no,22
2.0,female,0.0,0.0,236852,13.0,S,42.0,yes,24
2.0,female,1.0,0.0,2149,13.8583,C,27.0,yes,28
1.0,male,0.0,0.0,17590,50.4958,S,31.0,no,36
3.0,male,0.0,0.0,345777,9.5,S,29.69911764705882,no,27
3.0,male,1.0,1.0,347742,11.1333,S,4.0,yes,31
3.0,male,0.0,0.0,349248,7.8958,S,26.0,no,17
1.0,female,1.0,1.0,11751,52.5542,S,47.0,yes,48
1.0,male,0.0,0.0,695,5.0,S,33.0,no,24
3.0,male,0.0,0.0,345765,9.0,S,47.0,no,27
2.0,female,1.0,0.0,3381,24.0,C,28.0,yes,37
3.0,female,0.0,0.0,2667,7.225,C,15.0,yes,32
3.0,male,0.0,0.0,7534,9.8458,S,20.0,no,29
3.0,male,0.0,0.0,349212,7.8958,S,19.0,no,20
3.0,male,0.0,0.0,349217,7.8958,S,29.69911764705882,no,18
1.0,female,0.0,1.0,11767,83.1583,C,56.0,yes,45
2.0,female,0.0,1.0,230433,26.0,S,25.0,yes,44
3.0,male,0.0,0.0,349257,7.8958,S,33.0,no,18
3.0,female,0.0,0.0,7552,10.5167,S,22.0,no,28
2.0,male,0.0,0.0,34068,10.5,S,28.0,no,29
3.0,male,0.0,0.0,392076,7.05,S,25.0,no,22
3.0,female,0.0,5.0,382652,29.125,Q,39.0,no,36
2.0,male,0.0,0.0,211536,13.0,S,27.0,no,21
1.0,female,0.0,0.0,112053,30.0,S,19.0,yes,28
3.0,female,1.0,2.0,6607,23.45,S,29.69911764705882,no,40
1.0,male,0.0,0.0,111369,30.0,C,26.0,yes,21
3.0,male,0.0,0.0,370376,7.75,Q,32.0,no,19
